,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,Date
2069,30.2,35.0,24.5,1011,68,0,2.9,7.2,13,30,2019-09-25
2070,29.7,35.1,25.8,-1,73,0,3.4,8.7,16,22,2019-09-26
2071,28.5,34.0,25.4,1010,76,0,3.1,9.1,14,15,2019-09-27
2072,28.6,32.6,24.1,-1,75,-1,3.2,9.4,18,22,2019-09-28
2073,27.7,33.0,24.2,1009,77,0,2.9,8.7,14,16,2019-09-29
2074,27.4,31.2,23.8,1008,79,0,2.6,5.6,9,29,2019-09-30
2075,28.7,33.0,23.8,1008,74,0,2.9,6.7,11,33,2019-10-01
2076,29.2,33.0,23.4,-1,68,0,3.1,4.3,9,40,2019-10-02
2077,28.8,34.4,21.4,1010,68,-1,2.4,5.2,14,57,2019-10-03
2078,27.1,34.8,19.8,1009,73,0,2.7,7.8,13,43,2019-10-04
2079,27.3,33.0,21.0,1010,62,0,3.4,7.6,14,39,2019-10-05
2080,27.6,33.0,21.1,1011,63,0,3.1,5.9,11,58,2019-10-06
2081,27.7,32.9,22.4,1011,61,0,2.4,8.1,18,55,2019-10-07
2082,27.2,32.0,20.2,1011,58,0,3.5,6.7,14,44,2019-10-08
2083,27.5,34.0,20.3,1010,60,0,3.1,3.3,11,77,2019-10-09
2084,27.7,34.0,21.0,1010,59,0,2.7,3.3,7,100,2019-10-10
2085,27.9,33.9,20.3,1010,57,0,2.4,3.3,10,98,2019-10-11
2086,28.1,33.2,20.6,1011,63,0,2.3,3.3,9,103,2019-10-12
2087,27.8,33.2,20.8,1012,61,0,2.3,3.3,9,132,2019-10-13
2088,27.6,34.0,20.6,1012,63,0,2.3,3.7,9,116,2019-10-14
2089,28.6,34.0,20.4,-1,61,0,2.3,2.8,7,133,2019-10-15
2090,28.6,34.8,21.2,1013,63,0,2.1,2.8,7,146,2019-10-16
2091,28.2,33.9,21.4,1013,63,0,2.1,3.7,9,121,2019-10-17
2092,28.5,34.2,21.2,1013,58,0,2.4,6.9,16,90,2019-10-18
2093,27.3,34.7,19.8,1014,60,0,2.3,3.7,7,76,2019-10-19
2094,26.0,32.6,19.0,1014,54,0,2.3,5.6,14,98,2019-10-20
2095,24.7,32.5,17.2,1011,58,0,2.3,7.2,18,115,2019-10-21
2096,25.2,31.8,17.5,-1,54,0,2.9,8.7,13,93,2019-10-22
2097,25.3,32.0,16.5,1009,56,0,2.3,5.7,11,122,2019-10-23
2098,25.6,32.4,17.7,1011,60,0,1.9,2.8,7,173,2019-10-24
2099,25.2,32.1,18.2,1012,61,0,1.8,3.9,11,129,2019-10-25
2100,24.9,30.9,17.6,1013,65,0,1.9,1.9,5,148,2019-10-26
2101,25.1,31.4,17.4,1012,57,0,1.8,6.9,14,198,2019-10-27
2102,25.0,31.5,17.7,1013,57,0,1.6,4.6,11,301,2019-10-28
2103,24.1,30.2,18.4,1013,71,0,1.0,2.8,5,287,2019-10-29
2104,25.2,31.0,18.6,1012,64,0,1.0,3.3,9,279,2019-10-30
2105,24.7,32.0,16.8,1011,63,0,1.0,3.0,9,314,2019-10-31
2106,25.4,32.0,17.1,1011,66,0,0.6,1.7,5,388,2019-11-01
2107,24.5,31.7,18.8,1013,70,0,0.6,5.0,14,320,2019-11-02
2108,23.4,29.5,18.7,1014,74,0,0.6,7.8,14,582,2019-11-03
2109,24.1,29.4,18.9,1013,65,0,1.3,7.4,16,272,2019-11-04
2110,23.5,31.0,17.5,1010,60,0,1.8,10.2,22,190,2019-11-05
2111,23.4,32.2,15.2,1009,59,0,1.9,4.8,9,101,2019-11-06
2112,20.6,32.3,17.0,1011,80,0,1.0,5.6,13,182,2019-11-07
2113,21.9,30.0,15.6,1013,72,0,1.4,3.3,11,154,2019-11-08
2114,21.6,30.1,15.6,1013,63,0,1.6,5.4,11,140,2019-11-09
2115,20.5,29.8,14.5,1013,63,0,1.8,3.5,7,192,2019-11-10
2116,19.7,29.1,13.5,1013,64,0,0.8,2.4,7,252,2019-11-11
2117,17.9,29.5,11.7,1014,76,0,1.0,1.7,7,384,2019-11-12
2118,20.3,28.2,13.4,1016,71,0,0.6,0.9,3,383,2019-11-13
2119,20.2,28.3,15.4,1016,81,0,0.5,2.6,7,371,2019-11-14
2120,21.2,27.6,16.0,1015,75,0,0.5,1.5,5,423,2019-11-15
2121,22.2,29.2,15.4,1015,67,0,1.4,8.1,13,174,2019-11-16
2122,23.0,29.3,16.2,1015,59,0,2.1,7.8,14,96,2019-11-17
2123,18.5,29.0,15.3,1015,79,0,1.9,5.4,16,108,2019-11-18
2124,19.0,26.8,12.3,1014,71,0,1.9,4.1,11,126,2019-11-19
2125,19.1,28.2,11.4,1015,70,0,1.9,0.4,3,175,2019-11-20
2126,19.3,28.9,12.5,1016,72,0,1.3,0.7,5,217,2019-11-21
2127,19.7,28.6,11.8,1016,70,0,1.9,2.4,5,201,2019-11-22
2128,20.4,27.7,14.7,1016,72,0,1.9,7.6,13,130,2019-11-23
2129,20.7,26.8,15.3,1015,73,0,2.1,5.2,7,107,2019-11-24
2130,20.0,26.8,13.7,1016,74,0,1.4,1.1,5,122,2019-11-25
2131,20.7,27.2,16.2,1015,70,0,1.9,4.3,9,114,2019-11-26
2132,20.4,27.9,14.5,1015,76,0,1.4,5.6,9,65,2019-11-27
2133,18.3,27.4,16.2,1016,84,0,1.9,9.3,18,31,2019-11-28
2134,18.1,24.6,12.5,1017,83,0,2.3,4.8,7,53,2019-11-29
2135,15.8,24.9,11.7,1017,90,0,1.6,5.9,14,96,2019-11-30
2136,15.7,23.2,9.4,1017,78,0,1.6,4.1,11,123,2019-12-01
2137,15.4,23.4,8.0,1017,72,0,1.8,5.6,14,141,2019-12-02
2138,15.4,24.3,9.1,1017,66,0,1.8,5.7,16,140,2019-12-03
2139,14.6,24.4,7.9,1019,72,0,1.8,2.0,7,163,2019-12-04
2140,14.4,24.0,7.6,1021,78,0,0.6,1.5,7,271,2019-12-05
2141,15.9,24.0,8.4,1020,81,0,0.8,1.9,7,241,2019-12-06
2142,15.1,24.2,9.3,1019,85,0,1.3,0.6,25,233,2019-12-07
2143,15.3,24.8,8.7,1019,78,0,1.0,1.5,7,239,2019-12-08
2144,14.8,23.8,7.7,1018,76,0,1.1,1.9,7,200,2019-12-09
2145,16.8,23.5,7.4,1015,67,0,1.1,4.3,11,236,2019-12-10
2146,15.8,22.8,7.9,1014,80,0,0.8,1.9,3,299,2019-12-11
2147,16.4,23.2,12.8,1013,85,2,0.8,8.5,13,284,2019-12-12
2148,15.2,21.5,12.4,1014,94,34,1.0,7.2,11,94,2019-12-13
2149,14.7,18.7,9.7,1020,88,0,1.4,3.0,5,78,2019-12-14
2150,14.2,19.2,9.8,1020,87,0,1.3,6.5,11,94,2019-12-15
2151,11.4,19.8,10.2,1021,95,0,1.3,7.8,11,88,2019-12-16
2152,10.6,12.9,8.2,1021,90,0,1.3,5.7,13,93,2019-12-17
2153,12.2,18.0,7.0,1020,81,0,1.0,3.9,7,144,2019-12-18
2154,10.3,18.0,5.2,1018,94,0,0.3,3.1,7,261,2019-12-19
2155,12.1,17.4,6.4,1016,91,0,0.3,5.7,11,316,2019-12-20
2156,12.6,17.5,8.8,1017,90,0,0.6,5.7,9,249,2019-12-21
2157,11.3,18.0,7.4,1019,92,0,0.8,7.8,14,146,2019-12-22
2158,9.6,14.6,6.6,1018,91,0,0.6,3.7,74,171,2019-12-23
2159,11.4,15.6,5.7,1020,85,0,0.3,4.4,5,262,2019-12-24
2160,8.4,17.2,6.0,1019,93,0,0.8,8.1,11,166,2019-12-25
2161,8.8,13.0,5.4,1018,85,0,0.6,4.6,7,196,2019-12-26
2162,8.6,13.6,4.2,1019,83,0,0.6,3.3,7,240,2019-12-27
2163,7.1,14.4,2.4,1020,92,0,0.5,2.4,5,275,2019-12-28
2164,8.8,15.5,3.4,1020,85,0,0.6,3.3,5,326,2019-12-29
2165,6.9,15.8,2.6,1020,99,0,0.2,5.4,11,333,2019-12-30
2166,8.1,14.7,4.8,1021,84,0,1.0,4.8,9,245,2019-12-31
2167,10.8,20.2,2.4,1022,84,0,0.6,3.1,13,372,2020-01-01
2168,13.7,22.0,4.6,1020,80,0,0.8,2.0,7,327,2020-01-02
2169,14.4,23.0,7.6,1018,82,0,1.3,2.0,7,228,2020-01-03
2170,13.6,23.5,8.0,1017,81,0,0.8,4.6,11,220,2020-01-04
2171,14.2,21.6,7.0,1018,77,0,1.6,6.3,14,170,2020-01-05
2172,15.2,21.2,9.9,1019,78,0,1.1,3.5,5,159,2020-01-06
2173,15.0,19.1,11.6,1016,88,0,1.3,5.4,7,120,2020-01-07
2174,13.2,19.0,11.0,1015,99,6,0.6,5.0,7,117,2020-01-08
2175,10.4,14.6,7.8,1020,89,10,0.8,6.3,9,89,2020-01-09
2176,10.7,17.4,5.3,1020,82,0,0.8,5.7,14,130,2020-01-10
2177,12.0,19.9,5.8,1020,75,0,1.0,4.1,9,151,2020-01-11
2178,13.6,22.2,7.1,1015,74,0,1.6,4.4,11,207,2020-01-12
2179,14.2,23.4,8.0,1012,85,0,1.0,7.8,13,218,2020-01-13
2180,12.6,19.9,8.6,1016,89,0,1.0,4.3,9,115,2020-01-14
2181,13.7,19.8,6.4,1016,80,0,1.0,4.4,9,111,2020-01-15
2182,13.2,19.9,9.5,1016,95,0,0.8,5.0,7,139,2020-01-16
2183,13.2,17.4,10.4,1017,92,6,0.6,4.8,11,107,2020-01-17
2184,12.3,17.7,8.4,1019,90,0,0.6,4.4,5,125,2020-01-18
2185,11.0,17.7,7.0,1019,87,0,1.0,9.8,16,125,2020-01-19
2186,11.9,16.7,8.3,1018,89,0,0.6,5.2,11,142,2020-01-20
2187,13.6,20.0,9.2,1019,87,0,0.6,3.5,9,222,2020-01-21
2188,12.7,20.2,7.1,1021,88,0,0.6,8.1,14,198,2020-01-22
2189,14.1,20.0,9.0,1019,65,0,2.3,10.6,18,74,2020-01-23
2190,13.2,20.6,7.4,1016,67,0,2.6,10.4,22,79,2020-01-24
2191,11.6,21.1,4.8,1017,80,0,1.6,2.6,5,136,2020-01-25
2192,14.7,22.6,6.9,1015,73,0,1.3,5.2,13,201,2020-01-26
2193,15.5,22.7,8.5,1012,79,0,1.0,4.3,9,209,2020-01-27
2194,16.0,23.0,10.5,1011,90,6,1.3,8.3,13,104,2020-01-28
2195,14.5,22.2,10.2,1017,83,7,1.4,5.0,14,77,2020-01-29
2196,13.6,20.6,8.0,1017,82,0,1.0,5.6,13,91,2020-01-30
2197,12.9,20.2,7.2,1016,77,0,1.6,6.7,13,92,2020-01-31
2198,12.3,19.7,5.7,1019,82,0,1.4,3.3,13,112,2020-02-01
2199,12.1,19.9,6.0,1020,83,0,1.1,5.7,13,120,2020-02-02
2200,12.9,21.2,5.4,1018,74,0,2.1,4.4,13,138,2020-02-03
2201,14.2,22.0,5.3,1017,74,0,1.3,2.6,11,188,2020-02-04
2202,13.6,22.7,6.7,1017,76,0,1.8,5.4,13,150,2020-02-05
2203,12.5,21.3,6.3,1017,79,0,1.8,4.6,9,118,2020-02-06
2204,12.7,20.4,6.1,1019,79,0,1.1,3.9,7,150,2020-02-07
2205,13.7,20.8,7.0,1021,78,0,1.4,4.6,14,149,2020-02-08
2206,13.9,22.2,6.6,1021,77,0,1.6,3.1,11,151,2020-02-09
2207,13.3,22.9,6.0,1019,81,0,1.1,3.7,13,174,2020-02-10
2208,14.2,22.6,5.9,1020,73,0,1.3,1.5,5,176,2020-02-11
2209,17.3,24.2,8.2,1018,72,0,1.4,8.1,13,172,2020-02-12
2210,20.0,27.4,12.3,1015,67,0,1.8,12.0,18,95,2020-02-13
2211,18.8,27.8,13.7,1012,63,0,1.8,13.9,18,73,2020-02-14
2212,18.2,25.4,11.5,1013,61,0,1.9,14.1,18,83,2020-02-15
2213,17.2,26.4,9.0,1016,71,0,2.3,5.4,9,132,2020-02-16
2214,17.7,27.1,9.0,1017,66,0,2.1,7.6,16,158,2020-02-17
2215,17.2,26.7,10.2,1014,68,0,1.9,5.0,13,125,2020-02-18
2216,19.1,26.9,8.1,1013,70,0,1.9,8.9,18,138,2020-02-19
2217,21.8,27.2,13.6,1013,68,-1,2.1,12.4,22,98,2020-02-20
2218,16.8,27.5,14.2,1018,85,2,2.6,9.8,16,53,2020-02-21
2219,18.6,24.4,13.0,1020,83,0,1.9,3.3,11,63,2020-02-22
2220,19.8,26.6,12.8,1017,77,0,1.9,3.1,7,105,2020-02-23
2221,19.4,26.8,11.8,1014,77,0,1.9,3.1,7,70,2020-02-24
2222,19.3,26.4,13.0,1013,79,0,1.4,3.1,9,127,2020-02-25
2223,20.3,27.2,12.7,1014,73,0,1.4,4.3,14,141,2020-02-26
2224,20.7,27.4,13.0,1014,82,0,1.8,4.6,9,107,2020-02-27
2225,21.2,27.5,16.7,1013,80,0,1.9,9.6,11,83,2020-02-28
2226,19.4,27.2,15.8,1012,88,19,1.8,11.5,18,60,2020-02-29
2227,21.9,27.6,14.4,1012,77,0,1.9,3.1,7,42,2020-03-01
2228,21.2,27.8,14.6,1012,81,0,1.9,1.3,5,99,2020-03-02
2229,21.1,28.6,14.3,1010,72,0,1.9,3.7,11,86,2020-03-03
2230,21.6,29.0,14.4,1010,73,-1,1.9,8.5,22,82,2020-03-04
2231,19.9,29.2,14.4,1010,82,0,1.9,10.4,16,31,2020-03-05
2232,16.3,27.0,14.0,1010,93,20,1.8,9.6,16,21,2020-03-06
2233,17.3,22.4,13.0,1015,91,20,1.9,3.9,9,40,2020-03-07
2234,18.0,24.4,11.1,1015,79,99,1.9,5.0,11,72,2020-03-08
2235,18.3,25.0,12.4,1013,72,0,2.7,8.5,18,58,2020-03-09
2236,19.6,25.6,10.0,1011,71,0,2.4,6.1,9,84,2020-03-10
2237,21.6,27.0,14.8,1008,79,1,2.4,10.6,13,55,2020-03-11
2238,21.7,27.4,14.7,1011,75,1,1.9,6.1,11,56,2020-03-12
2239,21.3,28.0,13.8,1014,63,0,2.6,5.6,9,68,2020-03-13
2240,18.5,28.3,15.6,1014,88,0,1.9,4.8,9,39,2020-03-14
2241,18.8,25.0,12.0,1016,78,37,1.6,4.8,11,60,2020-03-15
2242,19.9,26.2,12.6,1016,75,0,1.8,6.7,14,61,2020-03-16
2243,20.5,27.4,13.6,1016,74,0,2.6,5.7,14,69,2020-03-17
2244,22.3,29.2,13.4,1013,71,0,2.7,5.6,14,68,2020-03-18
2245,23.2,29.8,16.0,1010,73,0,2.1,4.1,9,90,2020-03-19
2246,24.7,31.2,16.4,1009,72,0,1.9,3.7,7,90,2020-03-20
2247,23.6,31.4,17.8,1010,72,0,2.6,3.1,7,82,2020-03-21
2248,24.0,30.4,15.7,1012,69,0,2.3,3.9,9,78,2020-03-22
2249,24.5,32.2,16.4,1011,68,0,2.6,3.5,9,54,2020-03-23
2250,23.5,32.8,18.6,1010,75,0,1.9,4.8,11,55,2020-03-24
2251,25.6,33.0,16.8,1010,70,0,3.1,5.6,14,37,2020-03-25
2252,24.1,33.3,19.0,1012,75,0,1.9,8.7,18,45,2020-03-26
2253,21.7,29.2,17.6,1014,80,1,2.6,7.4,14,26,2020-03-27
2254,21.8,27.6,15.7,1013,69,5,2.6,5.0,11,21,2020-03-28
2255,24.1,29.8,16.6,1012,55,0,3.2,8.7,18,27,2020-03-29
2256,23.0,30.6,15.6,1012,57,0,2.7,9.1,14,35,2020-03-30
2257,24.5,32.2,16.0,1010,54,0,2.6,6.3,9,35,2020-03-31
2258,25.6,32.6,17.4,1009,56,0,2.3,6.3,9,32,2020-04-01
2259,24.8,32.7,18.4,1011,53,0,3.7,8.3,16,28,2020-04-02
2260,23.2,31.0,15.4,1011,51,0,3.1,7.2,14,31,2020-04-03
2261,24.0,32.2,14.4,1011,51,0,2.7,4.6,14,40,2020-04-04
2262,25.6,33.3,16.5,1012,57,0,2.6,4.1,7,51,2020-04-05
2263,28.9,35.6,18.5,1010,41,0,2.9,5.7,14,59,2020-04-06
2264,26.7,35.8,17.6,1008,50,0,2.7,8.1,14,33,2020-04-07
2265,25.8,34.2,19.8,1009,49,0,3.5,6.1,13,29,2020-04-08
2266,24.6,33.5,13.5,1009,57,0,3.5,4.6,11,36,2020-04-09
2267,27.3,35.2,17.0,1011,50,0,3.2,5.0,13,57,2020-04-10
2268,29.4,36.8,19.1,1011,46,0,3.2,4.8,7,53,2020-04-11
2269,28.7,36.9,20.3,1009,50,0,3.2,7.4,14,38,2020-04-12
2270,30.7,37.6,20.6,1007,49,0,3.5,6.7,14,60,2020-04-13
2271,31.1,39.2,23.2,1007,55,0,2.7,2.2,7,58,2020-04-14
2272,31.2,39.7,24.0,1006,40,0,2.7,5.6,14,58,2020-04-15
2273,30.1,40.1,21.9,1005,39,0,2.7,6.5,11,69,2020-04-16
2274,31.2,39.6,25.7,1005,41,2,3.5,8.3,11,26,2020-04-17
2275,28.2,37.8,21.2,1007,56,0,3.2,6.7,9,29,2020-04-18
2276,27.3,37.3,19.0,1007,58,7,3.1,3.9,11,35,2020-04-19
2277,26.4,35.2,20.2,1008,58,0,3.1,5.6,14,52,2020-04-20
2278,27.2,34.2,19.2,1007,56,0,3.5,4.8,9,37,2020-04-21
2279,28.2,35.4,18.8,1006,53,0,3.1,5.4,13,58,2020-04-22
2280,28.3,36.1,23.2,1006,55,0,3.1,5.0,16,54,2020-04-23
2281,29.7,36.6,20.2,1004,54,0,3.5,6.7,11,65,2020-04-24
2282,30.3,38.4,23.8,1004,55,0,4.0,5.6,11,33,2020-04-25
2283,24.4,37.9,20.4,1008,76,0,2.3,9.6,18,40,2020-04-26
2284,27.1,33.2,18.9,1010,70,20,2.7,12.8,18,27,2020-04-27
2285,28.9,33.8,22.1,1009,70,0,3.2,4.8,11,41,2020-04-28
2286,30.1,35.4,22.8,1007,64,0,1.9,7.6,16,55,2020-04-29
2287,31.1,37.8,25.0,1006,61,0,3.1,6.9,11,49,2020-04-30
2288,31.8,38.8,24.6,1004,64,0,3.1,8.1,11,61,2020-05-01
2289,31.2,38.8,24.4,1005,65,0,2.7,10.9,14,34,2020-05-02
2290,27.2,37.9,22.6,1006,81,11,1.9,8.7,14,32,2020-05-03
2291,28.4,35.0,20.2,1007,70,0,2.4,4.4,11,26,2020-05-04
2292,30.7,37.5,22.9,1005,62,0,3.1,6.1,11,56,2020-05-05
2293,29.3,37.5,23.8,1006,53,0,2.3,5.4,14,58,2020-05-06
2294,29.4,36.6,21.6,1006,43,0,3.2,5.4,11,36,2020-05-07
2295,32.2,39.2,23.7,1004,45,0,3.2,5.7,9,51,2020-05-08
2296,33.5,40.4,26.2,1004,48,0,2.3,6.5,11,54,2020-05-09
2297,27.7,40.9,23.0,1006,61,1,3.1,10.2,14,44,2020-05-10
2298,29.3,35.5,20.7,1007,58,0,1.9,6.1,9,43,2020-05-11
2299,31.2,37.0,24.3,1006,53,0,2.3,7.0,9,43,2020-05-12
2300,30.2,37.2,26.2,1005,57,0,1.9,6.3,11,68,2020-05-13
2301,30.8,39.7,23.6,1004,55,0,2.7,7.0,11,56,2020-05-14
2302,31.8,39.7,23.6,1003,41,0,3.1,7.4,16,47,2020-05-15
2303,31.8,39.4,23.9,1003,38,0,3.5,7.8,16,81,2020-05-16
2304,32.1,40.7,23.6,1001,39,0,2.3,4.4,13,98,2020-05-17
2305,32.1,40.5,23.1,1000,33,0,2.6,5.7,11,101,2020-05-18
2306,32.3,40.7,22.1,1000,33,0,2.6,3.1,11,106,2020-05-19
2307,32.7,40.7,22.0,999,29,0,3.5,7.2,11,67,2020-05-20
2308,33.2,41.4,24.8,998,31,0,4.0,7.4,14,55,2020-05-21
2309,34.4,43.4,23.7,999,33,0,3.1,4.8,11,94,2020-05-22
2310,38.6,44.2,26.2,1000,25,0,4.0,8.5,16,74,2020-05-23
2311,36.4,44.7,28.7,1000,30,0,2.7,7.4,14,55,2020-05-24
2312,36.0,44.4,27.2,999,34,0,3.1,9.4,22,61,2020-05-25
2313,37.6,45.6,28.2,998,30,0,3.5,10.0,18,55,2020-05-26
2314,37.5,46.0,28.4,996,26,0,4.0,9.4,13,43,2020-05-27
2315,32.8,45.9,23.8,999,50,0,3.1,14.8,20,39,2020-05-28
2316,28.4,40.3,22.6,1002,70,0,2.3,10.6,14,24,2020-05-29
2317,29.2,37.0,22.2,1004,65,4,3.2,8.0,11,23,2020-05-30
2318,25.8,34.8,20.0,1006,78,8,2.6,6.7,14,21,2020-05-31
2319,29.4,35.0,21.0,1006,66,3,3.1,3.0,5,41,2020-06-01
2320,30.9,36.4,24.8,1004,56,0,2.7,8.5,14,45,2020-06-02
2321,30.5,36.9,24.9,1002,63,0,2.7,4.6,9,50,2020-06-03
2322,29.7,36.4,24.9,1002,66,0,1.9,6.9,18,68,2020-06-04
2323,29.1,36.1,25.0,1002,67,0,1.9,7.2,11,42,2020-06-05
2324,30.9,36.4,24.0,1001,64,1,3.2,5.4,11,35,2020-06-06
2325,29.3,36.8,23.2,1001,71,1,1.9,7.4,13,39,2020-06-07
2326,31.8,37.4,25.2,1000,63,6,1.9,5.2,18,46,2020-06-08
2327,34.3,39.6,26.9,999,56,0,3.2,5.4,13,64,2020-06-09
2328,34.0,40.6,26.6,999,59,0,3.5,7.2,18,58,2020-06-10
2329,34.8,41.5,27.4,998,61,0,3.5,4.3,9,54,2020-06-11
2330,35.6,40.6,30.3,996,60,0,1.9,5.0,11,64,2020-06-12
2331,32.6,41.5,28.8,998,68,0,1.9,5.9,9,52,2020-06-13
2332,35.0,40.0,28.0,999,57,0,3.1,8.1,11,71,2020-06-14
2333,35.7,41.2,28.6,996,54,0,3.7,8.3,11,48,2020-06-15
2334,35.8,41.8,30.2,994,56,0,3.2,9.1,27,39,2020-06-16
2335,35.9,42.2,29.5,994,59,0,3.2,9.8,14,34,2020-06-17
2336,37.1,42.2,28.6,995,55,0,3.5,8.3,14,36,2020-06-18
2337,36.6,42.5,29.8,997,53,0,3.2,9.4,11,57,2020-06-19
2338,31.1,41.2,22.4,998,71,5,2.7,9.8,22,35,2020-06-20
2339,31.9,38.1,24.6,998,74,2,3.2,5.9,11,39,2020-06-21
2340,32.0,37.0,23.2,999,68,43,3.2,7.2,11,39,2020-06-22
2341,33.4,37.0,27.8,1002,71,0,3.4,10.9,18,29,2020-06-23
2342,31.1,37.0,28.0,1001,82,14,2.6,10.2,14,30,2020-06-24
2343,31.8,36.4,26.8,999,79,2,3.2,5.2,18,38,2020-06-25
2344,32.9,37.0,27.2,998,71,0,3.7,9.4,18,50,2020-06-26
2345,34.8,40.0,28.2,996,63,0,3.1,13.9,27,39,2020-06-27
2346,36.9,40.0,29.4,995,56,0,2.9,15.6,27,59,2020-06-28
2347,35.9,41.0,27.2,999,52,3,3.5,10.9,24,44,2020-06-29
2348,33.2,40.7,24.6,999,73,0,3.1,8.0,13,39,2020-06-30
2349,34.2,38.0,28.8,997,69,0,3.2,5.2,9,49,2020-07-01
2350,36.0,40.0,30.0,995,64,0,2.6,7.0,11,58,2020-07-02
2351,36.2,42.0,30.4,995,63,0,2.7,10.7,25,61,2020-07-03
2352,34.9,41.6,29.4,996,61,0,3.5,12.2,16,42,2020-07-04
2353,28.4,39.8,22.2,997,83,35,2.6,7.0,11,27,2020-07-05
2354,31.7,35.0,26.2,996,76,0,2.3,6.5,13,41,2020-07-06
2355,30.9,36.2,26.4,1000,77,0,3.5,11.9,18,16,2020-07-07
2356,31.6,36.0,26.9,1000,79,0,2.3,9.8,18,21,2020-07-08
2357,33.1,38.0,27.4,996,68,0,3.1,7.8,11,28,2020-07-09
2358,34.0,38.2,26.5,995,67,0,2.7,12.6,18,23,2020-07-10
2359,31.8,38.3,23.9,996,71,7,3.9,7.6,14,18,2020-07-11
2360,30.6,35.0,27.0,997,71,0,3.7,7.6,16,18,2020-07-12
2361,32.4,37.0,26.2,997,64,0,3.5,8.1,11,28,2020-07-13
2362,33.9,38.2,27.6,998,69,0,2.3,7.2,14,36,2020-07-14
2363,32.7,38.5,28.8,999,73,0,1.9,8.3,14,37,2020-07-15
2364,31.2,37.4,20.8,997,79,0,1.9,5.7,9,28,2020-07-16
2365,31.9,37.8,28.4,998,80,0,1.9,7.6,13,43,2020-07-17
2366,32.3,37.3,29.3,1000,79,4,1.9,6.5,9,39,2020-07-18
2367,29.6,36.4,23.4,998,85,70,1.8,7.0,13,22,2020-07-19
2368,28.8,35.2,24.8,997,81,2,2.7,5.2,7,18,2020-07-20
2369,26.3,32.6,23.5,1000,93,2,2.1,6.7,22,21,2020-07-21
2370,26.2,33.2,24.0,1001,95,29,1.9,6.7,11,16,2020-07-22
2371,30.0,34.4,23.7,1000,78,68,2.6,6.9,9,31,2020-07-23
2372,31.2,35.0,25.8,1003,76,0,2.6,8.0,11,37,2020-07-24
2373,31.7,35.4,25.9,1004,80,1,2.6,5.2,9,27,2020-07-25
2374,32.7,36.0,26.8,1003,74,0,3.2,6.1,16,34,2020-07-26
2375,34.1,38.0,28.2,1000,69,0,3.7,10.4,18,29,2020-07-27
2376,34.4,37.6,28.7,998,70,0,4.0,8.7,13,22,2020-07-28
2377,30.8,37.5,26.0,1001,79,8,3.1,5.6,9,21,2020-07-29
2378,29.7,36.6,25.8,1001,77,0,3.1,9.1,14,14,2020-07-30
2379,31.5,34.0,27.3,1000,79,0,2.4,5.7,9,36,2020-07-31
2380,30.7,36.2,26.8,1000,80,0,2.1,6.9,14,32,2020-08-01
2381,33.0,37.0,26.2,997,69,7,3.4,8.5,22,20,2020-08-02
2382,33.5,37.0,28.4,993,70,0,3.5,11.1,18,21,2020-08-03
2383,32.9,37.4,29.0,992,72,0,2.4,5.6,11,22,2020-08-04
2384,30.9,36.3,28.0,994,86,12,1.9,5.2,13,35,2020-08-05
2385,32.7,37.2,27.2,997,70,0,2.7,16.9,24,15,2020-08-06
2386,33.1,37.5,27.6,1000,70,0,2.9,10.2,16,23,2020-08-07
2387,33.9,37.4,28.1,997,69,0,3.2,5.0,9,45,2020-08-08
2388,31.3,37.6,26.2,997,81,1,2.7,4.8,11,29,2020-08-09
2389,31.6,35.0,27.4,998,80,1,2.9,6.5,11,26,2020-08-10
2390,31.8,37.0,27.8,998,79,0,2.6,5.9,14,38,2020-08-11
2391,32.0,36.8,26.6,997,74,8,3.1,10.7,16,20,2020-08-12
2392,26.8,29.0,25.0,996,97,68,1.9,5.9,13,12,2020-08-13
2393,29.7,32.0,25.4,995,86,16,2.7,7.4,9,18,2020-08-14
2394,31.7,35.0,26.4,996,79,0,2.9,6.9,13,27,2020-08-15
2395,32.0,36.0,26.8,997,75,1,3.4,8.9,14,17,2020-08-16
2396,30.4,36.5,28.2,997,88,0,1.9,8.1,13,25,2020-08-17
2397,31.0,35.7,27.1,997,83,23,2.6,6.5,18,23,2020-08-18
2398,26.6,35.0,25.0,998,98,7,1.9,6.9,18,19,2020-08-19
2399,26.2,29.0,24.1,1001,97,55,2.1,5.4,11,18,2020-08-20
2400,30.7,35.0,24.2,1002,76,7,3.7,7.8,14,17,2020-08-21
2401,31.2,35.0,25.2,1000,71,1,3.7,14.1,20,14,2020-08-22
2402,30.4,35.6,26.4,1000,78,0,3.2,11.5,20,16,2020-08-23
2403,29.9,34.2,26.2,1000,79,2,2.9,8.5,14,12,2020-08-24
2404,30.0,33.0,25.8,1003,78,0,3.2,6.3,14,14,2020-08-25
2405,31.3,34.0,26.5,1004,71,0,3.4,8.1,14,14,2020-08-26
2406,31.8,35.0,26.2,1002,67,0,3.7,8.7,13,15,2020-08-27
2407,28.3,35.6,26.0,1000,87,23,2.7,3.9,9,23,2020-08-28
2408,30.8,35.0,24.8,1000,77,0,2.4,4.4,11,28,2020-08-29
2409,29.1,35.0,26.7,1000,79,0,2.9,13.1,18,11,2020-08-30
2410,29.4,33.0,25.5,1003,75,0,3.5,10.6,14,11,2020-08-31
