Day,T,TM,Tm,SLP,H,VV,V,VM
14.0,29.7,32.0,25.4,995.9,86.0,2.7,7.4,9.4
15.0,31.7,35.0,26.4,996.7,79.0,2.9,6.9,13.0
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,26.6,35.0,25.0,998.9,98.0,1.9,6.9,18.3
20.0,26.2,29.0,24.1,1001.2,97.0,2.1,5.4,11.1
21.0,30.7,35.0,24.2,1002.0,76.0,3.7,7.8,14.8
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,30.0,33.0,25.8,1003.1,78.0,3.2,6.3,14.8
26.0,31.3,34.0,26.5,1004.2,71.0,3.4,8.1,14.8
27.0,31.8,35.0,26.2,1002.4,67.0,3.7,8.7,13.0
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,29.4,33.0,25.5,1003.1,75.0,3.5,10.6,14.8
1.0,30.9,35.0,24.8,1004.6,67.0,3.9,9.8,13.0
2.0,31.3,35.0,25.3,1005.9,72.0,3.5,3.9,11.1
3.0,32.0,35.0,27.5,1006.7,72.0,2.7,8.3,18.3
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,29.7,35.5,25.8,1003.2,80.0,2.9,3.3,18.3
8.0,31.3,35.2,25.1,1003.5,71.0,2.9,4.1,11.1
9.0,31.5,35.4,26.1,1003.3,72.0,2.9,3.1,5.4
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,32.8,37.3,26.6,1003.6,67.0,2.7,2.4,11.1
14.0,32.7,37.0,27.5,1002.8,70.0,2.9,2.0,7.6
15.0,32.7,37.2,26.0,1002.6,66.0,2.9,3.9,9.4
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,33.3,38.0,28.0,1000.7,63.0,3.2,3.7,9.4
20.0,32.9,37.3,26.6,1000.2,64.0,3.2,4.3,9.4
21.0,32.9,37.0,26.6,999.6,66.0,2.7,3.5,9.4
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,32.1,37.2,25.4,1001.4,58.0,3.5,6.3,14.8
26.0,30.3,37.4,24.3,1002.7,62.0,3.2,8.5,18.3
27.0,31.1,36.0,23.2,1005.4,56.0,4.0,6.1,16.5
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
1.0,30.5,37.0,21.9,1004.0,53.0,3.2,8.5,16.5
2.0,29.9,36.7,20.6,1004.9,58.0,3.4,4.8,16.5
3.0,29.5,36.4,20.3,1006.3,54.0,3.5,4.8,7.6
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,29.3,36.4,18.6,1009.1,56.0,3.4,4.3,16.5
8.0,28.9,36.0,19.1,1008.9,58.0,2.9,4.3,9.4
9.0,28.9,35.6,19.2,1009.0,58.0,2.7,2.0,7.6
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,29.3,35.4,19.8,1005.6,66.0,2.3,1.3,7.6
14.0,30.0,35.4,23.7,1007.3,65.0,1.9,1.1,5.4
15.0,28.1,35.0,20.2,1007.5,54.0,2.9,1.3,7.6
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,25.4,34.7,16.0,1007.1,52.0,2.4,3.3,13.0
20.0,25.7,34.0,13.7,1008.4,49.0,2.9,3.0,9.4
21.0,26.6,35.0,14.3,1008.1,48.0,2.9,2.6,9.4
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,25.8,33.2,13.8,1011.0,60.0,2.3,0.2,3.5
26.0,24.9,33.9,15.0,1011.6,57.0,1.8,2.4,9.4
27.0,24.2,32.8,14.4,1012.1,54.0,1.8,5.0,16.5
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,23.3,31.4,13.0,1013.3,53.0,1.8,7.6,16.5
1.0,22.1,31.0,11.4,1013.8,52.0,1.6,8.1,16.5
2.0,19.1,30.6,10.8,1014.0,61.0,2.1,4.8,13.0
3.0,19.7,30.2,10.0,1013.8,62.0,1.9,2.6,11.1
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,19.4,30.9,11.8,1017.8,70.0,0.5,2.2,14.8
8.0,18.4,30.0,11.2,1018.2,74.0,0.5,0.9,3.5
9.0,18.7,29.6,10.0,1016.3,75.0,0.3,2.0,5.4
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,21.7,30.0,12.3,1016.7,62.0,1.9,2.2,9.4
14.0,20.7,29.7,10.7,1014.8,70.0,0.6,1.5,3.5
15.0,21.4,29.0,11.4,1014.5,66.0,1.0,6.9,11.1
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,17.6,25.4,9.4,1014.2,68.0,1.8,2.2,9.4
20.0,16.6,25.6,7.5,1015.4,68.0,1.8,5.0,14.8
21.0,15.6,25.4,8.5,1016.0,68.0,1.9,4.6,11.1
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,17.5,25.3,10.4,1016.7,78.0,0.5,3.3,5.4
26.0,18.6,25.0,10.4,1019.2,72.0,1.6,4.8,9.4
27.0,18.4,26.8,10.2,1020.5,69.0,2.1,5.9,14.8
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
1.0,17.1,26.8,8.1,1017.4,74.0,1.0,1.3,7.6
2.0,16.7,27.2,8.2,1014.8,77.0,1.4,3.1,9.4
3.0,16.7,27.0,8.2,1014.4,78.0,1.0,2.6,7.6
4.0,nan,nan,nan,nan,nan,nan,nan,nan
5.0,nan,nan,nan,nan,nan,nan,nan,nan
6.0,nan,nan,nan,nan,nan,nan,nan,nan
7.0,18.3,28.2,12.0,1016.9,84.0,0.5,3.1,9.4
8.0,17.7,27.2,9.5,1016.9,78.0,1.0,0.9,3.5
9.0,18.2,28.6,9.6,1014.7,74.0,1.4,1.1,9.4
10.0,nan,nan,nan,nan,nan,nan,nan,nan
11.0,nan,nan,nan,nan,nan,nan,nan,nan
12.0,nan,nan,nan,nan,nan,nan,nan,nan
13.0,14.4,21.8,10.0,1015.8,83.0,1.3,5.0,11.1
14.0,10.6,20.6,8.0,1018.3,87.0,1.3,2.6,7.6
15.0,10.9,19.4,4.1,1020.0,85.0,1.1,4.4,9.4
16.0,nan,nan,nan,nan,nan,nan,nan,nan
17.0,nan,nan,nan,nan,nan,nan,nan,nan
18.0,nan,nan,nan,nan,nan,nan,nan,nan
19.0,14.1,22.0,3.9,1019.4,59.0,1.8,8.7,16.5
20.0,12.9,21.8,3.4,1019.5,70.0,1.3,5.4,14.8
21.0,13.9,23.2,5.5,1017.2,69.0,1.0,4.1,13.0
22.0,nan,nan,nan,nan,nan,nan,nan,nan
23.0,nan,nan,nan,nan,nan,nan,nan,nan
24.0,nan,nan,nan,nan,nan,nan,nan,nan
25.0,13.0,23.1,4.6,1017.0,74.0,1.1,3.5,9.4
26.0,13.3,22.4,4.4,1016.5,72.0,1.1,5.2,9.4
27.0,15.0,21.9,6.0,1013.5,68.0,1.0,5.4,11.1
28.0,nan,nan,nan,nan,nan,nan,nan,nan
29.0,nan,nan,nan,nan,nan,nan,nan,nan
30.0,nan,nan,nan,nan,nan,nan,nan,nan
31.0,10.7,17.0,3.3,1018.7,82.0,0.5,4.8,9.4
1,10.4,18.4,1.1,1018.1,83,0.3,2.6,11.1
2,12.4,19.2,7,1016.4,89,0.8,5,7.6
3,13.3,19.5,9.9,1014.7,99,0.8,7.2,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,15.5,21.3,11.2,1014.6,88,0.6,4.1,9.4
8,13.6,19.9,9.6,1015.1,91,0.5,2,9.4
9,15.4,19.6,10.8,1015.3,87,0.5,7.4,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,9.7,17.6,3.2,1016.2,84,0.5,2.8,11.1
14,12.2,19,2,1016.4,82,0.3,2.2,9.4
15,11.9,20,6.4,1014.3,88,0.3,2,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,13.4,20.2,6.9,1013.7,87,0.3,10.9,16.5
20,13.1,20.4,7.8,1014.3,84,0.6,10.9,16.5
21,13.9,22.8,7.4,1013.5,73,1.1,6.5,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,11.8,17.4,7.4,1018.4,84,0.5,3,7.6
26,12.3,20.2,2.1,1017.8,76,1.3,3,14.8
27,12.1,20.8,5.4,1017.2,75,1.3,5.4,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,12.3,23.8,3.1,1017.9,70,1.3,3.1,9.4
1,15.3,26.2,5.3,1019,71,1.3,1.5,11.1
2,16.5,26.6,6.2,1016.8,70,0.8,1.9,7.6
3,20.2,28.1,10.4,1016.2,68,1.6,7.4,14.8
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,16.5,23,8.3,1018.6,74,1.6,7.4,20.6
8,16.1,24.2,7.6,1016.8,78,1.1,4.4,11.1
9,15.3,25.2,7.8,1014.3,83,1.3,2,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,-,-,-,-,-,-,-,-
12,-,-,-,-,-,-,-,-
13,nan,nan,nan,nan,nan,nan,nan,nan
14,nan,nan,nan,nan,nan,nan,nan,nan
15,20.6,29.2,9.9,1011.8,70,1.9,2.4,13
16,21.2,29.5,11.6,1012.6,69,1.1,2.4,7.6
17,20.1,29.4,10.7,1014.6,69,1.8,1.7,9.4
18,nan,nan,nan,nan,nan,nan,nan,nan
19,nan,nan,nan,nan,nan,nan,nan,nan
20,-,-,-,-,-,-,-,-
21,nan,nan,nan,nan,nan,nan,nan,nan
22,21.5,29,11,1014.6,66,2.6,8.5,22.2
23,22.8,31.2,10.7,1012.2,60,2.7,4.8,13
24,23.3,32.2,12,1010.4,61,2.4,5.9,14.8
25,nan,nan,nan,nan,nan,nan,nan,nan
26,nan,nan,nan,nan,nan,nan,nan,nan
27,nan,nan,nan,nan,nan,nan,nan,nan
28,24.8,32,15.6,1011,54,3.7,5.9,14.8
1,22.5,32.3,11.8,1014.6,59,4,8.5,18.3
2,23.6,29,15.3,1013.2,55,3.5,12.8,25.9
3,23,31,13.2,1012.3,57,3.2,8.9,14.8
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,27.2,34,14.4,1009.2,58,2.9,7.8,13
8,26,34,18.9,1010.4,68,2.3,7.6,13
9,27.5,34,18.8,1011.2,66,2.6,7.2,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,25,31,15.2,1014.9,59,3.2,4.3,9.4
14,24.6,31.2,14,1012,59,2.7,6.7,18.3
15,25.7,32,16.2,1011.4,57,3.4,8.5,18.3
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,26.1,35.3,19.2,1009.5,52,2.6,3.9,13
20,24.3,34.5,16.8,1007.7,58,2.3,5.4,18.3
21,26.8,35,16.2,1007.6,52,3.1,3,9.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,24.6,34.2,17.5,1012.6,52,4,10.2,14.8
26,25.9,32,16,-,50,3.2,10.2,18.3
27,27.6,35,16.4,1008.5,55,3.4,5.4,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,29.2,37.9,20,1001,30,4,15.2,24.1
1,28.4,34.6,18.4,1002.6,26,3.4,13.7,24.1
2,26.8,34.2,16.2,1006.6,31,3.7,7.8,14.8
3,25.8,35,11.7,1008.5,27,3.7,4.8,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.7,38.2,21.7,1008.3,40,1.9,6.3,11.1
8,26.7,36.9,18.4,1008,37,2.7,7.2,18.3
9,26.1,36.4,14.3,1008.7,36,2.9,4.4,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,30.2,39.4,19.4,1008.4,36,2.7,9.3,16.5
14,31.1,40.2,20.6,1007,37,3.1,8.3,14.8
15,31.8,40.4,21.5,1005.9,34,3.5,9.6,20.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,29.1,37.2,18.5,1005.5,46,2.7,4.8,13
20,28.3,37.8,19.5,1005.2,44,2.7,11.1,22.2
21,26.9,33.8,19.2,1007.9,53,3.4,9.3,14.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,28.1,36.8,18,1008.2,46,2.7,5.6,14.8
26,29.8,39.8,16.7,1006.2,40,3.1,5,14.8
27,31.3,41.4,19.6,1005.6,42,2.6,4.4,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,34.6,41,28.2,1005.8,33,2.3,7,11.1
2,31.8,41.5,24.8,1005.6,43,2.3,3.9,16.5
3,31.9,39.5,24.3,1003.9,42,2.4,6.7,14.8
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.7,39.8,21.7,1007.8,55,3.1,5.9,11.1
8,31.5,38.4,22.3,1006.1,43,3.1,4.3,7.6
9,31.5,39,23.2,1004.3,46,2.7,5,13
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,28.1,36.8,21.3,1003.1,59,3.1,9.3,16.5
14,30.9,37,23.2,1002.1,49,3.1,8.5,13
15,30.1,38.6,23,1004,47,2.6,5.4,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,22.3,30.8,21.2,1002.6,96,1.1,7.8,14.8
20,25.7,31,19.3,1001.6,82,1.8,6.5,14.8
21,26,32.4,19.4,1004.8,82,2.9,5.7,9.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,31.8,38.6,23,1000.1,41,3.2,6.3,14.8
26,31.7,39.4,22.6,998.4,39,3.2,3.9,7.6
27,32.1,40.6,22.2,998.9,45,3.2,7.2,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,31.4,38.8,20.4,998.9,53,3.4,6.9,14.8
1,27.2,39.6,17.9,1003.1,72,3.2,5.7,14.8
2,30.9,36.6,23,1003.2,50,1.9,7.2,11.1
3,32,37.2,24.4,1003.9,58,2.7,4.4,9.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,33.8,39.6,26.1,998.7,52,3.2,5.4,11.1
8,36.1,41.2,28.6,996.1,42,3.2,12,24.1
9,36.9,41.7,31.4,995.5,43,2.7,11.5,18.3
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,30.9,35.8,23.8,998.6,67,3.1,4.6,11.1
14,32.9,38.2,25.5,995.7,54,3.2,5.6,9.4
15,32.7,38.6,27,993.2,59,2.9,8,18.3
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,30.5,36.6,25.3,998.9,68,2.3,9.4,14.8
20,29.8,35.1,25.2,1000.1,73,2.9,8.9,14.8
21,32.6,36.4,25.5,1000.3,61,3.1,5.4,9.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,32.5,39,25.1,998.7,50,2.7,5.9,9.4
26,31.6,40.1,25.6,1001.8,63,2.3,6.3,22.2
27,33.3,38.7,26.7,1003.3,58,2.1,5,9.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,37.4,43.5,28.8,994,40,3.5,12,24.1
2,35.1,43.1,27.2,996.1,49,2.6,15.2,31.7
3,31.6,41.3,24.1,999.5,58,2.7,6.7,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,36.4,41.4,29.5,997.3,46,3.5,7.8,14.8
8,34.7,42.6,26.8,997.8,49,2.7,10.2,16.5
9,33.2,41.8,24.1,999.4,65,2.7,8.1,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,28.4,37.7,23.5,1002.1,91,1.8,6.7,14.8
14,27.2,35,25,1001.4,93,2.1,5.6,13
15,31.3,35.4,23.4,1001.5,77,2.6,5.6,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,26.1,36.4,24.2,998,99,1.9,2.6,11.1
20,27.4,31.6,24,998.1,94,1.8,4.8,11.1
21,29.9,34.2,22.4,996,84,2.3,5.9,11.1
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,33.7,37,27.6,997.2,68,3.5,6.3,13
26,31.3,37.3,28.3,996,79,1.9,4.8,9.4
27,28.4,33.1,25,994.6,94,1.8,4.8,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,30.3,34.4,24.3,997.8,85,3.1,5.4,11.1
1,28.6,35,24.8,997.1,87,1.9,2.8,7.6
2,29.5,32.1,26.1,998,85,1.9,2,7.6
3,30.7,34,25.8,998.5,77,2.6,6.7,14.8
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,29.9,36.7,27.3,1001.1,85,2.3,3,11.1
8,28.2,33.2,26.4,1002.6,91,1.9,2,9.4
9,29.9,33.4,25.1,1002.4,83,1.6,5,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,32.9,36.2,27,999.7,58,3.4,11.9,24.1
14,33.6,37,26.8,998.4,57,3.5,6.5,20.6
15,32.7,36.8,27,1000,60,3.4,8.9,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,32.3,38,27.5,999.6,69,2.1,4.4,7.6
20,27.2,36.5,26,1003.2,92,1.9,7.4,14.8
21,27.8,32.8,23.8,1004.3,95,1.9,6.3,9.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,33.1,35.8,27.4,997.7,60,3.2,14.1,27.8
26,30.9,36.4,26.6,997.7,63,2.7,12.2,24.1
27,31.7,35.6,25.4,999.7,61,3.4,7,13
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,26.4,34.6,24,1007,94,1.8,6.5,11.1
1,25.1,28.9,23.6,1006,99,1.4,6.5,14.8
2,28.5,32,23.7,1003.6,85,2.3,5.2,11.1
3,31,34.4,25.4,1002.8,74,2.9,5.4,13
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,30.8,36.2,27.4,1004.9,81,2.4,4.4,13
8,29.8,33.6,26,1003.4,80,3.1,10.6,18.3
9,30.2,33.8,27.2,1002.7,82,1.9,9.1,18.3
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,27.6,33.4,25,1001.7,92,1.9,1.5,5.4
14,30.2,35,24,1003.4,82,2.4,7.2,22.2
15,31.3,35.4,25.2,1004.9,74,3.7,6.3,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.3,34.4,26,1006.3,74,3.2,6.9,11.1
20,30.8,35,26.5,1004.8,73,2.6,5.4,11.1
21,29.4,35.8,25.8,1003.7,79,3.1,4.8,9.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,28.8,32.7,24.6,1004.8,81,3.1,3.3,7.6
26,29.1,33.2,25.5,1005.1,81,1.9,6.3,11.1
27,29.9,33.8,26,1005.4,77,2.3,3.3,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,29.9,35.2,26.5,1008.3,79,2.3,1.9,9.4
2,30.6,35,26.2,1006.1,73,3.1,5.2,11.1
3,30.7,36,26.3,1004.3,72,3.1,7.2,18.3
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,28.4,34.9,23.8,1005.8,71,2.6,4.4,13
8,29.1,35,23.4,1004.8,64,3.1,4.8,11.1
9,28.7,35.8,23,1005.1,63,3.7,2.2,9.4
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,26.6,36.7,20.6,1006.9,57,2.3,2.8,7.6
14,25.9,33.9,19,1006.4,55,3.1,2.4,5.4
15,28,35,18.6,1004.1,55,3.1,5,11.1
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,25.6,30.8,19.9,1007.2,76,2.9,8.9,18.3
20,25.3,31.4,19.8,1010.2,70,2.1,5,11.1
21,24.6,32.1,16,1009.7,54,3.2,6.1,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,21.8,31.5,16.4,1013.7,78,2.7,2,7.6
26,21.3,28.4,16.2,1013.7,73,1.9,4.8,14.8
27,20.9,28,14.6,1014.9,69,1.9,4.8,13
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,21.7,30.2,16.2,1013.7,66,1.9,4.6,14.8
1,21.7,30.6,13.6,1013.3,70,1.9,2,5.4
2,21.7,31.2,14.5,1015,68,1.9,2.2,7.6
3,22,29.6,15.9,1014,74,1.4,2.8,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,20.3,29,14.2,1012.1,68,0.8,2.8,9.4
8,20,29.1,13.6,1013.5,70,0.8,3,13
9,20.4,29.2,13.5,1014.3,70,0.8,3.7,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,18.3,27.4,11.1,1013.4,71,1.3,3,9.4
14,18.1,27.4,10.1,1012.8,68,1.1,0.7,5.4
15,18.1,28.1,10.3,1012.1,70,1,1.3,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,18.2,26.8,10.9,1011.3,73,0.6,1.5,7.6
20,18.6,26.2,14.5,1012.3,72,0.8,2,7.6
21,17.9,27.2,9.8,1013.5,67,1.3,5,14.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,17.4,28.8,9.7,1014.5,73,0.6,0.7,5.4
